"","exp","wks","occ","ind","south","smsa","ms","fem","union","ed","blk","lwage","id","t","tdum1","tdum2","tdum3","tdum4","tdum5","tdum6","tdum7","exp2"
"1149",37,50,1,1,0,0,1,0,1,12,0,6.17793989181519,165,1,1,0,0,0,0,0,0,1369
"1150",38,50,1,1,0,0,1,0,1,12,0,6.31716012954712,165,2,0,1,0,0,0,0,0,1444
"1151",39,50,1,1,0,0,1,0,1,12,0,6.41181993484497,165,3,0,0,1,0,0,0,0,1521
"1152",40,50,1,1,0,0,1,0,1,12,0,6.39693021774292,165,4,0,0,0,1,0,0,0,1600
"1153",41,40,1,1,0,0,1,0,1,12,0,6.51470994949341,165,5,0,0,0,0,1,0,0,1681
"1154",42,48,1,1,0,0,1,0,1,12,0,6.61337995529175,165,6,0,0,0,0,0,1,0,1764
"1155",43,45,1,1,0,0,1,0,1,12,0,6.67833995819092,165,7,0,0,0,0,0,0,1,1849
"1156",10,50,0,0,0,1,1,0,0,15,0,6.71538019180298,166,1,1,0,0,0,0,0,0,100
"1157",11,48,0,0,0,1,1,0,0,15,0,6.78559017181396,166,2,0,1,0,0,0,0,0,121
"1158",12,48,0,0,0,1,1,0,0,15,0,6.88449001312256,166,3,0,0,1,0,0,0,0,144
"1159",13,47,0,0,0,1,1,0,0,15,0,7.00306987762451,166,4,0,0,0,1,0,0,0,169
"1160",14,43,0,0,0,1,1,0,0,15,0,7.09007978439331,166,5,0,0,0,0,1,0,0,196
"1161",15,49,0,0,0,1,1,0,0,15,0,7.17011976242065,166,6,0,0,0,0,0,1,0,225
"1162",16,48,0,0,0,1,1,0,0,15,0,7.29301977157593,166,7,0,0,0,0,0,0,1,256
"1163",10,20,1,0,0,0,0,1,0,10,0,5.01064014434814,167,1,1,0,0,0,0,0,0,100
"1164",11,30,1,0,0,0,0,1,0,10,0,5.01064014434814,167,2,0,1,0,0,0,0,0,121
"1165",12,36,1,0,0,0,0,1,0,10,0,5.52146005630493,167,3,0,0,1,0,0,0,0,144
"1166",13,52,1,0,0,0,0,1,0,10,0,5.66987991333008,167,4,0,0,0,1,0,0,0,169
"1167",14,52,1,0,0,0,0,1,0,10,0,5.73656988143921,167,5,0,0,0,0,1,0,0,196
"1168",15,29,1,0,0,0,0,1,0,10,0,5.81412982940674,167,6,0,0,0,0,0,1,0,225
"1169",16,40,1,0,0,0,0,1,0,10,0,5.81412982940674,167,7,0,0,0,0,0,0,1,256
"1170",3,40,0,0,0,1,1,0,0,17,0,6.23245000839233,168,1,1,0,0,0,0,0,0,9
"1171",4,42,0,0,0,1,1,0,0,17,0,6.5792498588562,168,2,0,1,0,0,0,0,0,16
"1172",5,44,0,0,0,1,1,0,1,17,0,6.65286016464233,168,3,0,0,1,0,0,0,0,25
"1173",6,48,0,0,0,1,1,0,1,17,0,6.74524021148682,168,4,0,0,0,1,0,0,0,36
"1174",7,48,0,0,0,1,1,0,0,17,0,7.49554014205933,168,5,0,0,0,0,1,0,0,49
"1175",8,48,0,0,0,1,1,0,0,17,0,8.16051959991455,168,6,0,0,0,0,0,1,0,64
"1176",9,50,0,0,0,1,1,0,0,17,0,8.30819988250732,168,7,0,0,0,0,0,0,1,81
"1177",25,50,0,0,1,0,1,0,0,17,0,6.90574979782104,169,1,1,0,0,0,0,0,0,625
"1178",26,50,0,0,1,0,1,0,0,17,0,6.90574979782104,169,2,0,1,0,0,0,0,0,676
"1179",27,51,0,0,1,0,1,0,0,17,0,7.40853023529053,169,3,0,0,1,0,0,0,0,729
"1180",28,51,0,0,1,0,1,0,0,17,0,7.46737003326416,169,4,0,0,0,1,0,0,0,784
"1181",29,51,0,0,1,0,1,0,0,17,0,7.52294015884399,169,5,0,0,0,0,1,0,0,841
"1182",30,49,0,0,1,0,1,0,0,17,0,7.46737003326416,169,6,0,0,0,0,0,1,0,900
"1183",31,50,0,0,1,0,1,0,0,17,0,7.57558012008667,169,7,0,0,0,0,0,0,1,961
"1184",24,39,1,0,1,0,1,0,0,9,0,5.67331981658936,170,1,1,0,0,0,0,0,0,576
"1185",25,47,1,0,1,0,1,0,0,9,0,5.74620008468628,170,2,0,1,0,0,0,0,0,625
"1186",26,49,1,0,1,0,1,0,0,9,0,5.82894992828369,170,3,0,0,1,0,0,0,0,676
"1187",27,50,1,0,1,0,1,0,0,9,0,6.0799298286438,170,4,0,0,0,1,0,0,0,729
"1188",28,52,1,0,1,0,1,0,0,9,0,5.99145984649658,170,5,0,0,0,0,1,0,0,784
"1189",29,49,1,0,1,0,1,0,0,9,0,5.99145984649658,170,6,0,0,0,0,0,1,0,841
"1190",30,49,1,0,1,0,1,0,0,9,0,6.13773012161255,170,7,0,0,0,0,0,0,1,900
"1191",12,51,1,0,0,1,0,0,0,12,1,5.99145984649658,171,1,1,0,0,0,0,0,0,144
"1192",13,51,1,0,0,1,0,0,0,12,1,5.92692995071411,171,2,0,1,0,0,0,0,0,169
"1193",14,50,1,0,0,1,0,0,0,12,1,6.0799298286438,171,3,0,0,1,0,0,0,0,196
"1194",15,49,0,0,0,1,0,0,0,12,1,6.0799298286438,171,4,0,0,0,1,0,0,0,225
"1195",16,45,0,0,0,1,0,0,0,12,1,6.26340007781982,171,5,0,0,0,0,1,0,0,256
"1196",17,52,0,0,0,1,0,0,0,12,1,6.4377498626709,171,6,0,0,0,0,0,1,0,289
"1197",18,28,0,0,0,1,0,0,0,12,1,6.55108022689819,171,7,0,0,0,0,0,0,1,324
"1198",10,48,0,1,0,1,1,0,0,16,0,6.90574979782104,172,1,1,0,0,0,0,0,0,100
"1199",11,47,0,1,0,1,1,0,0,16,0,6.90574979782104,172,2,0,1,0,0,0,0,0,121
"1200",12,47,0,1,0,1,1,0,0,16,0,7.22766017913818,172,3,0,0,1,0,0,0,0,144
"1201",13,46,0,1,0,1,1,0,0,16,0,7.29301977157593,172,4,0,0,0,1,0,0,0,169
"1202",14,48,0,1,0,1,1,0,0,16,0,7.33368015289307,172,5,0,0,0,0,1,0,0,196
"1203",15,49,0,0,0,1,1,0,0,16,0,7.57353019714355,172,6,0,0,0,0,0,1,0,225
"1204",16,50,0,0,0,1,1,0,0,16,0,7.27100992202759,172,7,0,0,0,0,0,0,1,256
"1205",28,48,0,1,0,1,1,0,0,16,0,6.90574979782104,173,1,1,0,0,0,0,0,0,784
"1206",29,46,0,1,0,1,1,0,0,16,0,6.90574979782104,173,2,0,1,0,0,0,0,0,841
"1207",30,46,0,1,0,1,1,0,0,16,0,7.34601020812988,173,3,0,0,1,0,0,0,0,900
"1208",31,49,0,1,0,1,1,0,0,16,0,7.31322002410889,173,4,0,0,0,1,0,0,0,961
"1209",32,44,0,1,0,1,1,0,0,16,0,7.55486011505127,173,5,0,0,0,0,1,0,0,1024
"1210",33,48,0,1,0,1,1,0,0,16,0,7.71868991851807,173,6,0,0,0,0,0,1,0,1089
"1211",34,43,0,1,0,1,1,0,0,16,0,7.69620990753174,173,7,0,0,0,0,0,0,1,1156
"1212",5,28,1,1,0,1,0,0,1,12,0,6.08222007751465,174,1,1,0,0,0,0,0,0,25
"1213",6,40,0,1,0,1,0,0,1,12,0,6.51322984695435,174,2,0,1,0,0,0,0,0,36
"1214",7,29,1,1,0,1,0,0,1,12,0,6.62140989303589,174,3,0,0,1,0,0,0,0,49
"1215",8,46,1,1,0,1,0,0,1,12,0,6.69950008392334,174,4,0,0,0,1,0,0,0,64
"1216",9,48,1,1,0,1,0,0,1,12,0,6.79571008682251,174,5,0,0,0,0,1,0,0,81
"1217",10,49,1,1,0,1,0,0,1,12,0,6.89668989181519,174,6,0,0,0,0,0,1,0,100
"1218",11,48,1,1,0,1,0,0,1,12,0,6.99667978286743,174,7,0,0,0,0,0,0,1,121
"1219",3,49,0,0,0,1,0,1,0,12,0,5.96614980697632,175,1,1,0,0,0,0,0,0,9
"1220",4,50,0,0,0,1,0,1,0,12,0,6.11147022247314,175,2,0,1,0,0,0,0,0,16
"1221",5,48,0,0,0,1,0,1,0,12,0,6.17378997802734,175,3,0,0,1,0,0,0,0,25
"1222",6,49,0,0,0,1,0,1,0,12,0,6.22059011459351,175,4,0,0,0,1,0,0,0,36
"1223",7,48,0,0,0,1,0,1,0,12,0,6.28972005844116,175,5,0,0,0,0,1,0,0,49
"1224",8,50,0,0,0,1,0,1,0,12,0,6.36474990844727,175,6,0,0,0,0,0,1,0,64
"1225",9,49,0,0,0,1,0,1,0,12,0,6.72742986679077,175,7,0,0,0,0,0,0,1,81
"1226",4,50,1,0,0,0,1,0,0,14,0,6.43615007400513,176,1,1,0,0,0,0,0,0,16
"1227",5,50,0,0,0,0,1,0,0,14,0,6.65928983688354,176,2,0,1,0,0,0,0,0,25
"1228",6,50,0,0,0,0,1,0,0,14,0,6.74524021148682,176,3,0,0,1,0,0,0,0,36
"1229",7,50,0,0,0,0,1,0,0,14,0,6.8564600944519,176,4,0,0,0,1,0,0,0,49
"1230",8,50,0,0,0,0,1,0,0,14,0,6.90776014328003,176,5,0,0,0,0,1,0,0,64
"1231",9,49,0,0,0,0,1,0,0,14,0,7.13329982757568,176,6,0,0,0,0,0,1,0,81
"1232",10,47,0,0,0,0,1,0,0,14,0,7.21891021728516,176,7,0,0,0,0,0,0,1,100
"1233",19,49,0,0,0,1,0,1,0,15,0,6.77421998977661,177,1,1,0,0,0,0,0,0,361
"1234",20,51,0,0,0,1,0,1,0,15,0,6.8254599571228,177,2,0,1,0,0,0,0,0,400
"1235",21,48,0,0,0,1,0,1,0,15,0,6.0799298286438,177,3,0,0,1,0,0,0,0,441
"1236",22,49,0,0,0,1,0,1,0,15,0,6.90776014328003,177,4,0,0,0,1,0,0,0,484
"1237",23,47,0,0,0,1,0,1,0,15,0,6.21461009979248,177,5,0,0,0,0,1,0,0,529
"1238",24,52,0,0,0,1,0,1,0,15,0,6.70072984695435,177,6,0,0,0,0,0,1,0,576
"1239",25,50,0,0,0,1,0,1,0,15,0,6.59303998947144,177,7,0,0,0,0,0,0,1,625
"1240",3,49,1,1,0,0,1,0,0,9,0,6.10031986236572,178,1,1,0,0,0,0,0,0,9
"1241",4,48,1,1,0,0,1,0,0,9,0,6.15698003768921,178,2,0,1,0,0,0,0,0,16
"1242",5,49,1,1,0,0,1,0,0,9,0,6.24221992492676,178,3,0,0,1,0,0,0,0,25
"1243",6,50,1,1,0,0,1,0,0,9,0,6.38351011276245,178,4,0,0,0,1,0,0,0,36
"1244",7,51,1,1,0,0,1,0,0,9,0,6.42487001419067,178,5,0,0,0,0,1,0,0,49
"1245",8,47,1,1,0,0,1,0,0,9,0,6.57227993011475,178,6,0,0,0,0,0,1,0,64
"1246",9,49,1,1,0,0,1,0,0,9,0,6.75692987442017,178,7,0,0,0,0,0,0,1,81
"1247",20,47,1,0,0,0,1,0,0,16,0,5.74620008468628,179,1,1,0,0,0,0,0,0,400
"1248",21,47,1,0,0,0,1,0,0,16,0,5.92692995071411,179,2,0,1,0,0,0,0,0,441
"1249",22,49,1,0,0,0,1,0,0,16,0,6.0161600112915,179,3,0,0,1,0,0,0,0,484
"1250",23,50,1,0,0,0,1,0,0,16,0,5.9480299949646,179,4,0,0,0,1,0,0,0,529
"1251",24,46,1,0,0,0,1,0,0,16,0,6.05209016799927,179,5,0,0,0,0,1,0,0,576
"1252",25,48,1,0,0,0,1,0,0,16,0,6.32435989379883,179,6,0,0,0,0,0,1,0,625
"1253",26,49,1,0,0,0,1,0,0,16,0,6.36990022659302,179,7,0,0,0,0,0,0,1,676
"1254",11,48,0,0,0,1,1,0,0,12,0,6.28972005844116,180,1,1,0,0,0,0,0,0,121
"1255",12,48,0,0,0,1,1,0,0,12,0,6.39693021774292,180,2,0,1,0,0,0,0,0,144
"1256",13,50,0,0,0,0,1,0,0,12,0,6.54535007476807,180,3,0,0,1,0,0,0,0,169
"1257",14,50,0,0,0,1,1,0,0,12,0,6.73101997375488,180,4,0,0,0,1,0,0,0,196
"1258",15,51,0,0,0,1,1,0,0,12,0,7.49331998825073,180,5,0,0,0,0,1,0,0,225
"1259",16,50,0,0,0,1,1,0,0,12,0,6.73101997375488,180,6,0,0,0,0,0,1,0,256
"1260",17,50,0,0,0,1,1,0,0,12,0,6.98286008834839,180,7,0,0,0,0,0,0,1,289
"1261",14,46,1,1,1,0,1,0,1,12,0,6.55108022689819,181,1,1,0,0,0,0,0,0,196
"1262",15,26,0,1,1,0,1,0,0,12,0,6.86693000793457,181,2,0,1,0,0,0,0,0,225
"1263",16,50,0,1,1,0,1,0,0,12,0,6.92560005187988,181,3,0,0,1,0,0,0,0,256
"1264",17,49,0,1,1,0,1,0,0,12,0,7.06476020812988,181,4,0,0,0,1,0,0,0,289
"1265",18,49,1,1,1,0,1,0,0,12,0,7.13089990615845,181,5,0,0,0,0,1,0,0,324
"1266",19,49,1,1,1,0,1,0,0,12,0,7.43837976455688,181,6,0,0,0,0,0,1,0,361
"1267",20,32,1,1,1,0,1,0,1,12,0,7.14441013336182,181,7,0,0,0,0,0,0,1,400
"1268",8,51,1,0,1,0,1,1,0,14,0,5.85793018341064,182,1,1,0,0,0,0,0,0,64
"1269",9,51,1,0,1,0,1,1,0,14,0,5.88609981536865,182,2,0,1,0,0,0,0,0,81
"1270",10,51,1,0,1,0,1,1,0,14,0,5.99145984649658,182,3,0,0,1,0,0,0,0,100
"1271",11,50,1,0,1,0,1,1,0,14,0,6.02827978134155,182,4,0,0,0,1,0,0,0,121
"1272",12,50,1,0,1,0,1,1,0,14,0,6.10925006866455,182,5,0,0,0,0,1,0,0,144
"1273",13,50,1,0,1,0,0,1,0,14,0,6.16331005096436,182,6,0,0,0,0,0,1,0,169
"1274",14,51,1,0,1,0,0,1,0,14,0,6.21461009979248,182,7,0,0,0,0,0,0,1,196
"1275",10,36,1,0,1,0,0,1,0,8,0,5.42052984237671,183,1,1,0,0,0,0,0,0,100
"1276",11,36,1,0,1,0,0,1,0,8,0,5.51744985580444,183,2,0,1,0,0,0,0,0,121
"1277",12,39,1,0,1,0,0,1,0,8,0,5.19295978546143,183,3,0,0,1,0,0,0,0,144
"1278",13,36,1,0,1,0,0,1,0,8,0,5.3471097946167,183,4,0,0,0,1,0,0,0,169
"1279",14,35,1,0,1,0,0,1,0,8,0,5.64191007614136,183,5,0,0,0,0,1,0,0,196
"1280",15,38,1,0,1,0,0,1,0,8,0,5.65948009490967,183,6,0,0,0,0,0,1,0,225
"1281",16,41,1,0,1,0,0,1,0,8,0,5.75257015228271,183,7,0,0,0,0,0,0,1,256
"1282",25,47,1,1,0,1,1,0,0,12,0,6.55392980575562,184,1,1,0,0,0,0,0,0,625
"1283",26,47,1,1,0,1,1,0,0,12,0,6.71538019180298,184,2,0,1,0,0,0,0,0,676
"1284",27,47,1,1,0,1,1,0,0,12,0,6.6240701675415,184,3,0,0,1,0,0,0,0,729
"1285",28,47,1,1,0,1,1,0,0,12,0,6.83087015151978,184,4,0,0,0,1,0,0,0,784
"1286",29,47,1,1,0,1,1,0,0,12,0,6.95655012130737,184,5,0,0,0,0,1,0,0,841
"1287",30,47,1,1,0,1,1,0,1,12,0,6.79010009765625,184,6,0,0,0,0,0,1,0,900
"1288",31,47,1,1,0,1,1,0,1,12,0,7.09007978439331,184,7,0,0,0,0,0,0,1,961
"1289",23,48,1,0,0,0,1,0,1,12,0,6.55108022689819,185,1,1,0,0,0,0,0,0,529
"1290",24,49,1,0,0,0,1,0,1,12,0,6.62006998062134,185,2,0,1,0,0,0,0,0,576
"1291",25,48,1,0,0,0,1,0,1,12,0,6.70563983917236,185,3,0,0,1,0,0,0,0,625
"1292",26,48,1,0,0,0,1,0,1,12,0,6.78559017181396,185,4,0,0,0,1,0,0,0,676
"1293",27,46,1,0,0,0,1,0,1,12,0,6.88856983184814,185,5,0,0,0,0,1,0,0,729
"1294",28,46,1,0,0,0,1,0,1,12,0,7.00759983062744,185,6,0,0,0,0,0,1,0,784
"1295",29,47,1,0,0,0,1,0,1,12,0,7.11232995986938,185,7,0,0,0,0,0,0,1,841
"1296",35,45,1,0,0,1,1,0,0,12,0,6.80239009857178,186,1,1,0,0,0,0,0,0,1225
"1297",36,45,1,0,0,1,1,0,0,12,0,6.8564600944519,186,2,0,1,0,0,0,0,0,1296
"1298",37,45,1,0,0,1,1,0,0,12,0,6.98008012771606,186,3,0,0,1,0,0,0,0,1369
"1299",38,46,1,0,0,1,1,0,0,12,0,7.09589004516602,186,4,0,0,0,1,0,0,0,1444
"1300",39,44,1,0,0,1,1,0,0,12,0,7.48828983306885,186,5,0,0,0,0,1,0,0,1521
"1301",40,44,1,0,0,1,1,0,0,12,0,7.45124006271362,186,6,0,0,0,0,0,1,0,1600
"1302",41,30,1,1,0,1,1,0,1,12,0,7.47873020172119,186,7,0,0,0,0,0,0,1,1681
"1303",22,47,1,0,0,1,0,0,1,12,0,6.90574979782104,187,1,1,0,0,0,0,0,0,484
"1304",23,49,1,0,0,1,1,0,1,12,0,6.90574979782104,187,2,0,1,0,0,0,0,0,529
"1305",24,45,1,0,0,1,1,0,1,12,0,7.11639022827148,187,3,0,0,1,0,0,0,0,576
"1306",25,26,1,0,0,1,1,0,1,12,0,7.07412004470825,187,4,0,0,0,1,0,0,0,625
"1307",26,22,1,0,0,1,1,0,1,12,0,7.05789995193481,187,5,0,0,0,0,1,0,0,676
"1308",27,48,1,0,0,1,1,0,1,12,0,7.02643013000488,187,6,0,0,0,0,0,1,0,729
"1309",28,42,1,0,0,1,1,0,1,12,0,7.26262998580933,187,7,0,0,0,0,0,0,1,784
"1310",10,49,0,0,0,1,1,0,0,12,0,6.62006998062134,188,1,1,0,0,0,0,0,0,100
"1311",11,48,0,0,0,1,1,0,0,12,0,6.62006998062134,188,2,0,1,0,0,0,0,0,121
"1312",12,48,0,0,0,1,1,0,0,12,0,6.83303022384644,188,3,0,0,1,0,0,0,0,144
"1313",13,48,0,0,0,1,1,0,0,12,0,6.92560005187988,188,4,0,0,0,1,0,0,0,169
"1314",14,47,0,0,0,1,1,0,0,12,0,7.02375984191895,188,5,0,0,0,0,1,0,0,196
"1315",15,46,0,0,0,1,1,0,0,12,0,7.06304979324341,188,6,0,0,0,0,0,1,0,225
"1316",16,48,0,0,0,1,1,0,0,12,0,7.18311023712158,188,7,0,0,0,0,0,0,1,256
"1317",23,48,0,0,0,1,1,0,0,17,0,6.90574979782104,189,1,1,0,0,0,0,0,0,529
"1318",24,48,0,0,0,0,1,0,0,17,0,6.90574979782104,189,2,0,1,0,0,0,0,0,576
"1319",25,49,0,0,0,0,1,0,0,17,0,7.04752016067505,189,3,0,0,1,0,0,0,0,625
"1320",26,48,0,0,0,0,1,0,0,17,0,7.09007978439331,189,4,0,0,0,1,0,0,0,676
"1321",27,48,0,0,0,0,1,0,0,17,0,7.13089990615845,189,5,0,0,0,0,1,0,0,729
"1322",28,48,0,0,0,0,1,0,0,17,0,6.99942016601562,189,6,0,0,0,0,0,1,0,784
"1323",29,49,0,0,0,0,1,0,0,17,0,7.01481008529663,189,7,0,0,0,0,0,0,1,841
"1324",6,51,1,1,1,0,1,0,0,9,0,6.09581995010376,190,1,1,0,0,0,0,0,0,36
"1325",7,51,1,1,1,0,1,0,0,9,0,6.29157018661499,190,2,0,1,0,0,0,0,0,49
"1326",8,50,1,1,1,0,1,0,0,9,0,6.4052300453186,190,3,0,0,1,0,0,0,0,64
"1327",9,50,1,1,1,0,1,0,0,9,0,6.62006998062134,190,4,0,0,0,1,0,0,0,81
"1328",10,49,1,1,1,0,1,0,0,9,0,6.71900987625122,190,5,0,0,0,0,1,0,0,100
"1329",11,50,1,1,1,0,1,0,0,9,0,6.8254599571228,190,6,0,0,0,0,0,1,0,121
"1330",12,50,1,1,1,0,1,0,0,9,0,6.95463991165161,190,7,0,0,0,0,0,0,1,144
"1331",25,50,1,1,1,0,1,0,1,6,0,6.10031986236572,191,1,1,0,0,0,0,0,0,625
"1332",26,51,1,1,1,0,1,0,1,6,0,6.29157018661499,191,2,0,1,0,0,0,0,0,676
"1333",27,51,1,1,1,0,1,0,1,6,0,6.29157018661499,191,3,0,0,1,0,0,0,0,729
"1334",28,51,1,1,1,0,1,0,1,6,0,6.37161016464233,191,4,0,0,0,1,0,0,0,784
"1335",29,44,1,1,1,0,1,0,1,6,0,6.47388982772827,191,5,0,0,0,0,1,0,0,841
"1336",30,41,1,1,1,0,1,0,1,6,0,6.54679012298584,191,6,0,0,0,0,0,1,0,900
"1337",31,42,1,1,1,0,1,0,1,6,0,6.5903000831604,191,7,0,0,0,0,0,0,1,961
"1338",6,48,0,1,0,1,1,0,1,12,0,6.28599977493286,192,1,1,0,0,0,0,0,0,36
"1339",7,49,0,1,0,1,1,0,1,12,0,6.45989990234375,192,2,0,1,0,0,0,0,0,49
"1340",8,42,0,1,0,1,1,0,1,12,0,6.54965019226074,192,3,0,0,1,0,0,0,0,64
"1341",9,15,0,1,0,1,1,0,1,12,0,6.64638996124268,192,4,0,0,0,1,0,0,0,81
"1342",10,44,0,1,0,1,1,0,1,12,0,6.76848983764648,192,5,0,0,0,0,1,0,0,100
"1343",11,47,1,1,0,1,1,0,1,12,0,6.84161996841431,192,6,0,0,0,0,0,1,0,121
"1344",12,44,0,1,0,1,1,0,1,12,0,6.9479398727417,192,7,0,0,0,0,0,0,1,144
"1345",32,48,0,0,0,1,1,0,0,16,0,6.90574979782104,193,1,1,0,0,0,0,0,0,1024
"1346",33,49,0,0,0,1,1,0,0,16,0,6.90574979782104,193,2,0,1,0,0,0,0,0,1089
"1347",34,50,0,0,0,1,1,0,0,16,0,7.36518001556396,193,3,0,0,1,0,0,0,0,1156
"1348",35,48,0,0,0,1,1,0,0,16,0,7.42475986480713,193,4,0,0,0,1,0,0,0,1225
"1349",36,49,0,0,0,1,1,0,0,16,0,7.46737003326416,193,5,0,0,0,0,1,0,0,1296
"1350",37,52,0,0,0,1,1,0,0,16,0,7.28139019012451,193,6,0,0,0,0,0,1,0,1369
"1351",38,50,0,0,0,1,1,0,0,16,0,7.49331998825073,193,7,0,0,0,0,0,0,1,1444
"1352",11,47,1,0,0,0,1,0,1,12,0,6.54965019226074,194,1,1,0,0,0,0,0,0,121
"1353",12,45,1,0,0,0,1,0,1,12,0,6.83517980575562,194,2,0,1,0,0,0,0,0,144
"1354",13,48,1,0,0,0,1,0,1,12,0,6.79793977737427,194,3,0,0,1,0,0,0,0,169
"1355",14,48,1,0,0,0,1,0,1,12,0,6.80128002166748,194,4,0,0,0,1,0,0,0,196
"1356",15,48,1,0,0,0,1,0,1,12,0,6.91074991226196,194,5,0,0,0,0,1,0,0,225
"1357",16,51,1,1,0,0,1,0,1,12,0,6.69083976745605,194,6,0,0,0,0,0,1,0,256
"1358",17,49,1,1,0,0,1,0,1,12,0,6.47697019577026,194,7,0,0,0,0,0,0,1,289
"1359",11,52,0,1,1,1,1,0,0,16,0,6.44572019577026,195,1,1,0,0,0,0,0,0,121
"1360",12,50,0,1,1,1,1,0,0,16,0,6.62006998062134,195,2,0,1,0,0,0,0,0,144
"1361",13,50,0,1,1,1,1,0,0,16,0,6.69703006744385,195,3,0,0,1,0,0,0,0,169
"1362",14,50,0,1,1,1,1,0,0,16,0,6.82979011535645,195,4,0,0,0,1,0,0,0,196
"1363",15,50,0,1,1,1,1,0,0,16,0,6.90776014328003,195,5,0,0,0,0,1,0,0,225
"1364",16,51,0,1,1,1,1,0,0,16,0,6.7226300239563,195,6,0,0,0,0,0,1,0,256
"1365",17,52,0,1,1,1,1,0,0,16,0,6.72022008895874,195,7,0,0,0,0,0,0,1,289
"1366",7,46,1,0,1,0,1,0,0,9,0,6.05209016799927,196,1,1,0,0,0,0,0,0,49
"1367",8,50,1,0,1,0,1,0,0,9,0,6.21461009979248,196,2,0,1,0,0,0,0,0,64
"1368",9,49,1,0,1,0,1,0,0,9,0,6.4377498626709,196,3,0,0,1,0,0,0,0,81
"1369",10,48,1,0,1,0,1,0,0,9,0,6.5861701965332,196,4,0,0,0,1,0,0,0,100
"1370",11,50,1,0,1,0,1,0,0,9,0,6.68460988998413,196,5,0,0,0,0,1,0,0,121
"1371",12,50,1,0,1,0,1,0,0,9,0,6.74524021148682,196,6,0,0,0,0,0,1,0,144
"1372",13,40,1,0,1,0,1,0,0,9,0,6.90776014328003,196,7,0,0,0,0,0,0,1,169
"1373",20,50,1,1,1,0,0,1,0,7,0,5.53339004516602,197,1,1,0,0,0,0,0,0,400
"1374",21,50,1,1,1,0,0,1,0,7,0,5.8200798034668,197,2,0,1,0,0,0,0,0,441
"1375",22,50,1,1,1,0,0,1,0,7,0,5.89989995956421,197,3,0,0,1,0,0,0,0,484
"1376",23,50,1,1,1,0,0,1,0,7,0,5.97634983062744,197,4,0,0,0,1,0,0,0,529
"1377",24,49,1,1,1,0,0,1,0,7,0,6.05209016799927,197,5,0,0,0,0,1,0,0,576
"1378",25,48,1,1,1,0,0,1,0,7,0,6.12904977798462,197,6,0,0,0,0,0,1,0,625
"1379",26,39,1,1,1,0,0,1,0,7,0,6.21260976791382,197,7,0,0,0,0,0,0,1,676
"1380",29,47,0,1,0,0,1,0,0,12,0,6.68460988998413,198,1,1,0,0,0,0,0,0,841
"1381",30,48,0,1,0,0,1,0,0,12,0,6.68460988998413,198,2,0,1,0,0,0,0,0,900
"1382",31,47,0,1,0,0,1,0,0,12,0,6.77421998977661,198,3,0,0,1,0,0,0,0,961
"1383",32,45,0,1,0,0,1,0,0,12,0,6.84588003158569,198,4,0,0,0,1,0,0,0,1024
"1384",33,45,0,1,0,0,1,0,0,12,0,7.02553987503052,198,5,0,0,0,0,1,0,0,1089
"1385",34,45,0,1,0,0,1,0,0,12,0,7.08840990066528,198,6,0,0,0,0,0,1,0,1156
"1386",35,45,0,1,0,0,1,0,0,12,0,7.13089990615845,198,7,0,0,0,0,0,0,1,1225
"1387",8,50,0,0,0,1,0,0,0,13,0,6.39693021774292,199,1,1,0,0,0,0,0,0,64
"1388",9,50,0,0,0,1,0,0,0,13,0,6.51914978027344,199,2,0,1,0,0,0,0,0,81
"1389",10,48,0,0,0,1,0,0,0,13,0,6.6039400100708,199,3,0,0,1,0,0,0,0,100
"1390",11,50,0,0,0,1,0,0,0,13,0,6.73815011978149,199,4,0,0,0,1,0,0,0,121
"1391",12,49,0,0,0,1,0,0,0,13,0,6.84267997741699,199,5,0,0,0,0,1,0,0,144
"1392",13,48,0,0,0,1,0,0,0,13,0,6.90776014328003,199,6,0,0,0,0,0,1,0,169
"1393",14,50,0,0,0,1,0,0,0,13,0,7.09007978439331,199,7,0,0,0,0,0,0,1,196
"1394",3,43,0,0,0,0,1,0,0,17,0,6.17378997802734,200,1,1,0,0,0,0,0,0,9
"1395",4,38,0,0,0,0,1,0,0,17,0,6.33683013916016,200,2,0,1,0,0,0,0,0,16
"1396",5,36,0,0,0,0,1,0,0,17,0,6.3543701171875,200,3,0,0,1,0,0,0,0,25
"1397",6,36,0,0,0,0,1,0,0,17,0,6.39525985717773,200,4,0,0,0,1,0,0,0,36
"1398",7,36,0,0,0,0,1,0,1,17,0,6.55108022689819,200,5,0,0,0,0,1,0,0,49
"1399",8,37,0,0,0,0,1,0,1,17,0,6.68460988998413,200,6,0,0,0,0,0,1,0,64
"1400",9,38,0,0,0,0,1,0,0,17,0,6.73101997375488,200,7,0,0,0,0,0,0,1,81
"1401",20,48,1,1,0,0,1,0,1,11,0,6.16331005096436,201,1,1,0,0,0,0,0,0,400
"1402",21,47,1,1,0,0,1,0,1,11,0,6.24221992492676,201,2,0,1,0,0,0,0,0,441
"1403",22,48,1,1,0,0,1,0,1,11,0,6.3664698600769,201,3,0,0,1,0,0,0,0,484
"1404",23,47,1,1,0,0,1,0,1,11,0,6.44254016876221,201,4,0,0,0,1,0,0,0,529
"1405",24,47,1,1,0,0,1,0,1,11,0,6.51026010513306,201,5,0,0,0,0,1,0,0,576
